Salmon Recovery Region,Federal Status,Stock Numbers,Waterbody Name,Species,Run Type,Migration Year,Occupied River Miles,Abundance,Density,Comments,Local Biologist Name,Last Update
Puget Sound,Threatened,6223,Big Beef Creek,Steelhead,Winter,1990,6.90,"1,597",231,,Clayton Kinsel,07/24/2015 01:59:05 PM
Puget Sound,Threatened,6223,Big Beef Creek,Steelhead,Winter,1991,6.90,"1,089",158,,Clayton Kinsel,07/24/2015 01:59:05 PM
Puget Sound,Threatened,6223,Big Beef Creek,Steelhead,Winter,1992,6.90,"1,595",231,,Clayton Kinsel,07/24/2015 01:59:05 PM
Puget Sound,Threatened,6223,Big Beef Creek,Steelhead,Winter,1993,6.90,"1,181",171,,Clayton Kinsel,07/24/2015 01:59:05 PM
Puget Sound,Threatened,6223,Big Beef Creek,Steelhead,Winter,1994,6.90,"1,614",234,,Clayton Kinsel,07/24/2015 01:59:05 PM
Puget Sound,Threatened,6223,Big Beef Creek,Steelhead,Winter,1995,6.90,"1,311",190,,Clayton Kinsel,07/24/2015 01:59:05 PM
Puget Sound,Threatened,6223,Big Beef Creek,Steelhead,Winter,1996,6.90,"1,436",208,,Clayton Kinsel,07/24/2015 01:59:05 PM
Puget Sound,Threatened,6223,Big Beef Creek,Steelhead,Winter,1997,6.90,"1,351",196,,Clayton Kinsel,07/24/2015 01:59:05 PM
Puget Sound,Threatened,6223,Big Beef Creek,Steelhead,Winter,1998,6.90,"1,551",225,,Clayton Kinsel,07/24/2015 01:59:05 PM
Puget Sound,Threatened,6223,Big Beef Creek,Steelhead,Winter,1999,6.90,"1,776",257,,Clayton Kinsel,07/24/2015 01:59:05 PM
Puget Sound,Threatened,6223,Big Beef Creek,Steelhead,Winter,2000,6.90,"1,316",191,,Clayton Kinsel,07/24/2015 01:59:05 PM
Puget Sound,Threatened,6223,Big Beef Creek,Steelhead,Winter,2001,6.90,"1,932",280,,Clayton Kinsel,07/24/2015 01:59:05 PM
Puget Sound,Threatened,6223,Big Beef Creek,Steelhead,Winter,2002,6.90,"2,191",318,,Clayton Kinsel,07/24/2015 01:59:05 PM
Puget Sound,Threatened,6223,Big Beef Creek,Steelhead,Winter,2003,6.90,"1,261",183,,Clayton Kinsel,07/24/2015 01:59:05 PM
Puget Sound,Threatened,6223,Big Beef Creek,Steelhead,Winter,2004,6.90,"1,939",281,,Clayton Kinsel,07/24/2015 01:59:05 PM
Puget Sound,Threatened,6223,Big Beef Creek,Steelhead,Winter,2005,6.90,"1,664",241,,Clayton Kinsel,07/24/2015 01:59:05 PM
Puget Sound,Threatened,6223,Big Beef Creek,Steelhead,Winter,2006,6.90,"1,957",284,,Clayton Kinsel,09/17/2015 04:09:58 PM
Puget Sound,Threatened,6223,Big Beef Creek,Steelhead,Winter,2007,6.90,"1,800",261,Listing year for PS steelhead,Clayton Kinsel,09/17/2015 02:46:25 PM
Puget Sound,Threatened,6223,Big Beef Creek,Steelhead,Winter,2008,6.90,"1,899",275,,Clayton Kinsel,09/17/2015 01:44:26 PM
Puget Sound,Threatened,6223,Big Beef Creek,Steelhead,Winter,2009,6.90,"2,010",291,,Clayton Kinsel,09/17/2015 09:56:20 AM
Puget Sound,Threatened,6223,Big Beef Creek,Steelhead,Winter,2010,6.90,"1,429",207,,Clayton Kinsel,09/16/2015 02:38:47 PM
Puget Sound,Threatened,6223,Big Beef Creek,Steelhead,Winter,2011,6.90,623,90,,Clayton Kinsel,09/15/2015 02:39:29 PM
Puget Sound,Threatened,6223,Big Beef Creek,Steelhead,Winter,2012,6.90,716,104,,Clayton Kinsel,09/08/2015 03:31:23 PM
Puget Sound,Threatened,6223,Big Beef Creek,Steelhead,Winter,2013,6.90,"1,164",169,,Clayton Kinsel,07/06/2016 11:32:43 AM
Puget Sound,Threatened,6223,Big Beef Creek,Steelhead,Winter,2014,6.90,816,118,,Clayton Kinsel,07/06/2016 11:33:01 AM
Puget Sound,Threatened,6223,Big Beef Creek,Steelhead,Winter,2015,6.90,706,102,,Clayton Kinsel,09/08/2015 12:14:26 PM
Puget Sound,Threatened,6223,Big Beef Creek,Steelhead,Winter,2016,,"1,155",,,Clayton Kinsel,10/31/2018 02:22:00 PM
Puget Sound,Threatened,6223,Big Beef Creek,Steelhead,Winter,2017,,769,,,Clayton Kinsel,10/30/2018 01:49:14 PM
Puget Sound,Threatened,6223,Big Beef Creek,Steelhead,Winter,2018,,"1,361",,,Clayton Kinsel,10/30/2018 01:56:57 PM
Puget Sound,Threatened,6223,Little Anderson Creek,Steelhead,Winter,2006,,7,,,Clayton Kinsel,09/17/2015 04:27:11 PM
Puget Sound,Threatened,6223,Little Anderson Creek,Steelhead,Winter,2007,,7,,,Clayton Kinsel,09/17/2015 03:11:50 PM
Puget Sound,Threatened,6223,Little Anderson Creek,Steelhead,Winter,2008,,7,,,Clayton Kinsel,09/17/2015 02:01:15 PM
Puget Sound,Threatened,6223,Little Anderson Creek,Steelhead,Winter,2009,,2,,,Clayton Kinsel,09/17/2015 10:25:01 AM
Puget Sound,Threatened,6223,Little Anderson Creek,Steelhead,Winter,2010,,3,,,Clayton Kinsel,09/16/2015 04:15:57 PM
Puget Sound,Threatened,6223,Little Anderson Creek,Steelhead,Winter,2011,,2,,,Clayton Kinsel,09/15/2015 04:08:35 PM
Puget Sound,Threatened,6223,Little Anderson Creek,Steelhead,Winter,2012,,2,,,Clayton Kinsel,09/08/2015 04:21:17 PM
Puget Sound,Threatened,6223,Little Anderson Creek,Steelhead,Winter,2013,,2,,,Clayton Kinsel,09/08/2015 03:08:34 PM
Puget Sound,Threatened,6223,Little Anderson Creek,Steelhead,Winter,2014,,6,,,Clayton Kinsel,07/06/2016 11:35:50 AM
Puget Sound,Threatened,6223,Little Anderson Creek,Steelhead,Winter,2015,,5,,,Clayton Kinsel,09/03/2015 01:43:31 PM
Puget Sound,Threatened,6223,Little Anderson Creek,Steelhead,Winter,2016,,2,,,Clayton Kinsel,02/16/2017 04:23:48 PM
Puget Sound,Threatened,6223,Little Anderson Creek,Steelhead,Winter,2017,,1,,,Clayton Kinsel,10/31/2018 10:57:18 AM
Puget Sound,Threatened,6223,Little Anderson Creek,Steelhead,Winter,2018,,4,,,Clayton Kinsel,10/31/2018 01:46:31 PM
Puget Sound,Threatened,6223,Seabeck Creek,Steelhead,Winter,2006,,16,,,Clayton Kinsel,09/18/2015 02:32:20 PM
Puget Sound,Threatened,6223,Seabeck Creek,Steelhead,Winter,2007,,7,,,Clayton Kinsel,09/17/2015 03:42:02 PM
Puget Sound,Threatened,6223,Seabeck Creek,Steelhead,Winter,2008,,17,,,Clayton Kinsel,09/17/2015 02:32:47 PM
Puget Sound,Threatened,6223,Seabeck Creek,Steelhead,Winter,2009,,21,,,Clayton Kinsel,09/17/2015 10:51:42 AM
Puget Sound,Threatened,6223,Seabeck Creek,Steelhead,Winter,2010,,7,,,Clayton Kinsel,09/17/2015 09:20:17 AM
Puget Sound,Threatened,6223,Seabeck Creek,Steelhead,Winter,2011,,1,,,Clayton Kinsel,09/15/2015 03:42:11 PM
Puget Sound,Threatened,6223,Seabeck Creek,Steelhead,Winter,2012,,4,,,Clayton Kinsel,09/08/2015 04:31:43 PM
Puget Sound,Threatened,6223,Seabeck Creek,Steelhead,Winter,2013,,3,,,Clayton Kinsel,09/08/2015 02:55:02 PM
Puget Sound,Threatened,6223,Seabeck Creek,Steelhead,Winter,2014,,7,,,Clayton Kinsel,07/14/2016 01:20:27 PM
Puget Sound,Threatened,6223,Seabeck Creek,Steelhead,Winter,2015,,6,,,Clayton Kinsel,09/03/2015 02:41:04 PM
Puget Sound,Threatened,6223,Seabeck Creek,Steelhead,Winter,2016,,1,,,Clayton Kinsel,02/16/2017 04:22:10 PM
Puget Sound,Threatened,6223,Seabeck Creek,Steelhead,Winter,2017,,3,,,Clayton Kinsel,10/31/2018 10:44:34 AM
Puget Sound,Threatened,6223,Seabeck Creek,Steelhead,Winter,2018,,4,,,Clayton Kinsel,10/31/2018 02:00:20 PM
Puget Sound,Threatened,6223,Stavis Creek,Steelhead,Winter,2006,,23,,,Clayton Kinsel,09/17/2015 04:50:22 PM
Puget Sound,Threatened,6223,Stavis Creek,Steelhead,Winter,2007,,16,,,Clayton Kinsel,09/17/2015 03:21:31 PM
Puget Sound,Threatened,6223,Stavis Creek,Steelhead,Winter,2008,,14,,,Clayton Kinsel,09/17/2015 02:20:45 PM
Puget Sound,Threatened,6223,Stavis Creek,Steelhead,Winter,2009,,18,,,Clayton Kinsel,09/17/2015 10:39:51 AM
Puget Sound,Threatened,6223,Stavis Creek,Steelhead,Winter,2010,,8,,,Clayton Kinsel,09/16/2015 04:41:35 PM
Puget Sound,Threatened,6223,Stavis Creek,Steelhead,Winter,2011,,9,,,Clayton Kinsel,09/15/2015 03:16:41 PM
Puget Sound,Threatened,6223,Stavis Creek,Steelhead,Winter,2012,,9,,,Clayton Kinsel,09/08/2015 03:42:41 PM
Puget Sound,Threatened,6223,Stavis Creek,Steelhead,Winter,2013,,21,,,Clayton Kinsel,09/08/2015 02:37:50 PM
Puget Sound,Threatened,6223,Stavis Creek,Steelhead,Winter,2014,,36,,,Clayton Kinsel,07/14/2016 01:17:51 PM
Puget Sound,Threatened,6223,Stavis Creek,Steelhead,Winter,2015,,30,,,Clayton Kinsel,09/03/2015 02:18:13 PM
Puget Sound,Threatened,6223,Stavis Creek,Steelhead,Winter,2016,,33,,,Clayton Kinsel,02/16/2017 04:20:20 PM
Puget Sound,Threatened,6223,Stavis Creek,Steelhead,Winter,2017,,9,,,Clayton Kinsel,10/31/2018 10:55:21 AM
Puget Sound,Threatened,6223,Stavis Creek,Steelhead,Winter,2018,,14,,,Clayton Kinsel,10/31/2018 02:08:06 PM
Puget Sound,Threatened,6247,Duckabush River,Steelhead,Summer-Winter,2012,,"2,299",,,,03/18/2015 12:04:31 PM
Puget Sound,Threatened,6247,Duckabush River,Steelhead,Summer-Winter,2013,,"2,422",,,,03/18/2015 12:04:45 PM
Puget Sound,Threatened,6247,Duckabush River,Steelhead,Summer-Winter,2014,,"2,938",,,Joshua Weinheimer,12/03/2014 11:29:37 AM
Puget Sound,Threatened,6247,Duckabush River,Steelhead,Summer-Winter,2015,,896,,,Joshua Weinheimer,07/06/2016 02:17:30 PM
Puget Sound,Threatened,6289,Snow Creek,Steelhead,Winter,1978,8.54,"1,510",177,includes new estimate for downstream of trap,,07/24/2015 01:59:05 PM
Puget Sound,Threatened,6289,Snow Creek,Steelhead,Winter,1979,8.54,960,112,includes new estimate for downstream of trap,,07/24/2015 01:59:05 PM
Puget Sound,Threatened,6289,Snow Creek,Steelhead,Winter,1980,8.54,"1,461",171,includes new estimate for downstream of trap,,07/24/2015 01:59:05 PM
Puget Sound,Threatened,6289,Snow Creek,Steelhead,Winter,1981,8.54,"1,659",194,includes new estimate for downstream of trap,,07/24/2015 01:59:05 PM
Puget Sound,Threatened,6289,Snow Creek,Steelhead,Winter,1982,8.54,"1,866",219,includes new estimate for downstream of trap,,07/24/2015 01:59:05 PM
Puget Sound,Threatened,6289,Snow Creek,Steelhead,Winter,1983,8.54,"1,367",160,includes new estimate for downstream of trap,,07/24/2015 01:59:05 PM
Puget Sound,Threatened,6289,Snow Creek,Steelhead,Winter,1984,8.54,"1,192",140,includes new estimate for downstream of trap,,07/24/2015 01:59:05 PM
Puget Sound,Threatened,6289,Snow Creek,Steelhead,Winter,1985,8.54,"2,233",261,includes new estimate for downstream of trap,,07/24/2015 01:59:05 PM
Puget Sound,Threatened,6289,Snow Creek,Steelhead,Winter,1986,8.54,557,65,includes new estimate for downstream of trap,,07/24/2015 01:59:05 PM
Puget Sound,Threatened,6289,Snow Creek,Steelhead,Winter,1987,8.54,"2,003",235,includes new estimate for downstream of trap,,07/24/2015 01:59:05 PM
Puget Sound,Threatened,6289,Snow Creek,Steelhead,Winter,1988,8.54,582,68,includes new estimate for downstream of trap,,07/24/2015 01:59:05 PM
Puget Sound,Threatened,6289,Snow Creek,Steelhead,Winter,1989,8.54,"1,844",216,includes new estimate for downstream of trap,,07/24/2015 01:59:05 PM
Puget Sound,Threatened,6289,Snow Creek,Steelhead,Winter,1990,8.54,"1,438",168,includes new estimate for downstream of trap,,07/24/2015 01:59:05 PM
Puget Sound,Threatened,6289,Snow Creek,Steelhead,Winter,1991,8.54,"1,251",146,includes new estimate for downstream of trap,,07/24/2015 01:59:05 PM
Puget Sound,Threatened,6289,Snow Creek,Steelhead,Winter,1992,8.54,"2,238",262,includes new estimate for downstream of trap,,07/24/2015 01:59:05 PM
Puget Sound,Threatened,6289,Snow Creek,Steelhead,Winter,1993,8.54,"1,629",191,includes new estimate for downstream of trap,,07/24/2015 01:59:05 PM
Puget Sound,Threatened,6289,Snow Creek,Steelhead,Winter,1994,8.54,"1,704",200,includes new estimate for downstream of trap,,07/24/2015 01:59:05 PM
Puget Sound,Threatened,6289,Snow Creek,Steelhead,Winter,1995,8.54,320,37,includes new estimate for downstream of trap,,07/24/2015 01:59:05 PM
Puget Sound,Threatened,6289,Snow Creek,Steelhead,Winter,1996,8.54,"2,169",254,includes new estimate for downstream of trap,,07/24/2015 01:59:05 PM
Puget Sound,Threatened,6289,Snow Creek,Steelhead,Winter,1997,8.54,"1,253",147,includes new estimate for downstream of trap,,07/24/2015 01:59:05 PM
Puget Sound,Threatened,6289,Snow Creek,Steelhead,Winter,1998,8.54,838,98,includes new estimate for downstream of trap,,07/24/2015 01:59:05 PM
Puget Sound,Threatened,6289,Snow Creek,Steelhead,Winter,1999,8.54,,,no data for 1999,,07/24/2015 01:59:05 PM
Puget Sound,Threatened,6289,Snow Creek,Steelhead,Winter,2000,8.54,"1,383",162,includes new estimate for downstream of trap,,07/24/2015 01:59:05 PM
Puget Sound,Threatened,6289,Snow Creek,Steelhead,Winter,2001,8.54,"2,526",296,includes new estimate for downstream of trap,,07/24/2015 01:59:05 PM
Puget Sound,Threatened,6289,Snow Creek,Steelhead,Winter,2002,8.54,"2,474",290,includes new estimate for downstream of trap,,07/24/2015 01:59:05 PM
Puget Sound,Threatened,6289,Snow Creek,Steelhead,Winter,2003,8.54,"2,787",326,includes new estimate for downstream of trap,,07/24/2015 01:59:05 PM
Puget Sound,Threatened,6289,Snow Creek,Steelhead,Winter,2004,8.54,565,66,includes new estimate for downstream of trap,,07/24/2015 01:59:05 PM
Puget Sound,Threatened,6289,Snow Creek,Steelhead,Winter,2005,8.54,"1,187",139,includes new estimate for downstream of trap,,07/24/2015 01:59:05 PM
Puget Sound,Threatened,6289,Snow Creek,Steelhead,Winter,2006,8.54,711,83,includes new estimate for downstream of trap,,07/24/2015 01:59:05 PM
Puget Sound,Threatened,6289,Snow Creek,Steelhead,Winter,2007,8.54,990,116,includes new estimate for downstream of trap. Listing year for PS steelhead,,07/24/2015 01:59:05 PM
Puget Sound,Threatened,6289,Snow Creek,Steelhead,Winter,2008,8.54,298,35,includes new estimate for downstream of trap,,07/24/2015 01:59:05 PM
Puget Sound,Threatened,6289,Snow Creek,Steelhead,Winter,2009,8.54,441,52,includes new estimate for downstream of trap,,07/24/2015 01:59:05 PM
Puget Sound,Threatened,6289,Snow Creek,Steelhead,Winter,2010,8.54,870,102,includes new estimate for downstream of trap,,07/24/2015 01:59:05 PM
Puget Sound,Threatened,6289,Snow Creek,Steelhead,Winter,2011,8.54,944,111,includes new estimate for downstream of trap,,07/24/2015 01:59:05 PM
Puget Sound,Threatened,6289,Snow Creek,Steelhead,Winter,2012,8.54,242,28,includes new estimate for downstream of trap,,07/24/2015 01:59:05 PM
Puget Sound,Threatened,6289,Snow Creek,Steelhead,Winter,2013,8.54,"2,279",267,includes new estimate for downstream of trap,,07/24/2015 01:59:05 PM
Puget Sound,Threatened,6289,Snow Creek,Steelhead,Winter,2014,8.54,864,101,includes new estimate for downstream of trap,,07/24/2015 01:59:05 PM
Puget Sound,Threatened,6301,Dungeness River,Steelhead,Fall,2009,46.10,"10,101",219,Census Weir and Single Partial Capture Trap,Peter Topping,02/23/2012 04:06:47 PM
Puget Sound,Threatened,6301,Dungeness River,Steelhead,Winter,2005,46.10,"9,355",203,Census Weir and Single Partial Capture Trap,Peter Topping,06/26/2015 03:50:00 PM
Puget Sound,Threatened,6301,Dungeness River,Steelhead,Winter,2006,46.10,"6,125",133,Census Weir and Single Partial Capture Trap,Peter Topping,02/23/2012 04:06:47 PM
Puget Sound,Threatened,6301,Dungeness River,Steelhead,Winter,2007,46.10,"11,444",248,Census Weir and Single Partial Capture Trap,Peter Topping,02/23/2012 04:06:47 PM
Puget Sound,Threatened,6301,Dungeness River,Steelhead,Winter,2008,46.10,"10,343",224,Census Weir and Single Partial Capture Trap,Peter Topping,02/23/2012 04:06:47 PM
Puget Sound,Threatened,6301,Dungeness River,Steelhead,Winter,2010,46.10,"17,485",379,Census Weir and Single Partial Capture Trap,Peter Topping,06/26/2015 04:01:26 PM
Puget Sound,Threatened,6301,Dungeness River,Steelhead,Winter,2011,46.10,"19,600",425,,Peter Topping,07/01/2015 11:52:00 AM
Puget Sound,Threatened,6301,Dungeness River,Steelhead,Winter,2012,46.10,"5,521",120,,Peter Topping,07/01/2015 11:55:26 AM
Puget Sound,Threatened,6301,Dungeness River,Steelhead,Winter,2013,46.10,"7,812",169,,Peter Topping,06/26/2015 04:04:40 PM
Puget Sound,Threatened,6301,Dungeness River,Steelhead,Winter,2014,46.10,"13,167",286,,Peter Topping,07/01/2015 11:56:32 AM
Puget Sound,Threatened,6301,Dungeness River,Steelhead,Winter,2015,46.10,"5,972",130,,Peter Topping,07/06/2016 11:29:14 AM
Puget Sound,Threatened,6301,Dungeness River,Steelhead,Winter,2016,,"4,354",,,Peter Topping,03/07/2017 02:32:23 PM
Puget Sound,Threatened,6301,Dungeness River,Steelhead,Winter,2017,,"11,897",,,Peter Topping,09/27/2018 03:32:09 PM
Snake River,Threatened,1696,Tucannon River,Chinook,Fall,2001,15.80,"6,079",385,Single Partial Capture Trap,Michael Gallinat,02/03/2016 12:20:03 PM
Snake River,Threatened,1696,Tucannon River,Chinook,Fall,2002,15.80,"17,820","1,128",Single Partial Capture Trap,Michael Gallinat,02/03/2016 12:20:18 PM
Snake River,Threatened,1696,Tucannon River,Chinook,Fall,2003,15.80,"13,543",857,Single Partial Capture Trap,Michael Gallinat,02/03/2016 12:20:41 PM
Snake River,Threatened,1696,Tucannon River,Chinook,Fall,2004,15.80,"55,182","3,493",Single Partial Capture Trap,Michael Gallinat,02/03/2016 12:21:09 PM
Snake River,Threatened,1696,Tucannon River,Chinook,Fall,2005,15.80,"47,416","3,001",Single Partial Capture Trap,Michael Gallinat,02/03/2016 12:21:33 PM
Snake River,Threatened,1696,Tucannon River,Chinook,Fall,2006,15.80,"16,364","1,036",Single Partial Capture Trap,Michael Gallinat,02/03/2016 12:21:21 PM
Snake River,Threatened,1696,Tucannon River,Chinook,Fall,2007,15.80,"40,250","2,547",Single Partial Capture Trap,Michael Gallinat,02/03/2016 12:22:05 PM
Snake River,Threatened,1696,Tucannon River,Chinook,Fall,2009,15.80,"4,258",269,Single Partial Capture Trap,Michael Gallinat,02/03/2016 12:29:09 PM
Snake River,Threatened,1696,Tucannon River,Chinook,Fall,2010,15.80,"27,533","1,743",Single Partial Capture Trap,Michael Gallinat,02/03/2016 12:22:25 PM
Snake River,Threatened,1696,Tucannon River,Chinook,Fall,2011,15.80,"19,851","1,256",,Michael Gallinat,02/03/2016 12:23:29 PM
Snake River,Threatened,1696,Tucannon River,Chinook,Fall,2012,15.80,"14,475",916,,Michael Gallinat,02/03/2016 12:28:42 PM
Snake River,Threatened,1696,Tucannon River,Chinook,Fall,2013,15.80,"99,817","6,318",,Michael Gallinat,02/03/2016 12:23:08 PM
Snake River,Threatened,1696,Tucannon River,Chinook,Fall,2014,15.80,"7,548",478,,Michael Gallinat,02/03/2016 12:19:46 PM
Snake River,Threatened,1696,Tucannon River,Chinook,Fall,2015,15.80,"134,213","8,494",,Michael Gallinat,02/03/2016 12:18:43 PM
Snake River,Threatened,1696,Tucannon River,Chinook,Fall,2016,,"33,135",,,Michael Gallinat,08/17/2017 02:38:48 PM
Snake River,Threatened,1696,Tucannon River,Chinook,Fall,2017,,"6,422",,,Michael Gallinat,04/30/2020 01:21:58 PM
Snake River,Threatened,1696,Tucannon River,Chinook,Fall,2018,,"19,310",,,Michael Gallinat,04/30/2020 01:20:20 PM
Snake River,Threatened,1696,Tucannon River,Chinook,Fall,2019,,"36,717",,,Michael Gallinat,04/30/2020 01:33:38 PM
Snake River,Threatened,1704,Tucannon River,Chinook,Spring,1987,57.40,"42,000",732,Single Partial Capture Trap,Michael Gallinat,07/18/2016 09:04:09 AM
Snake River,Threatened,1704,Tucannon River,Chinook,Spring,1988,57.40,"58,200","1,014",Single Partial Capture Trap,Michael Gallinat,07/18/2016 09:03:21 AM
Snake River,Threatened,1704,Tucannon River,Chinook,Spring,1989,57.40,"44,000",767,Single Partial Capture Trap,Michael Gallinat,07/18/2016 09:02:25 AM
Snake River,Threatened,1704,Tucannon River,Chinook,Spring,1990,57.40,"37,500",653,Single Partial Capture Trap ,Michael Gallinat,07/18/2016 09:01:26 AM
Snake River,Threatened,1704,Tucannon River,Chinook,Spring,1991,57.40,"30,000",523,Single Partial Capture Trap ,Michael Gallinat,07/18/2016 09:00:21 AM
Snake River,Threatened,1704,Tucannon River,Chinook,Spring,1992,57.40,"49,500",862,Single Partial Capture Trap ,Michael Gallinat,07/18/2016 08:58:10 AM
Snake River,Threatened,1704,Tucannon River,Chinook,Spring,1993,57.40,,,Single Partial Capture Trap,Michael Gallinat,02/23/2012 04:06:47 PM
Snake River,Threatened,1704,Tucannon River,Chinook,Spring,1994,57.40,"50,800",885,Single Partial Capture Trap ,Michael Gallinat,07/18/2016 08:55:56 AM
Snake River,Threatened,1704,Tucannon River,Chinook,Spring,1995,57.40,"49,560",863,Single Partial Capture Trap ,Michael Gallinat,07/18/2016 08:54:58 AM
Snake River,Threatened,1704,Tucannon River,Chinook,Spring,1996,57.40,"7,000",122,Single Partial Capture Trap ,Michael Gallinat,07/18/2016 08:53:09 AM
Snake River,Threatened,1704,Tucannon River,Chinook,Spring,1997,57.40,,,Single Partial Capture Trap,Michael Gallinat,02/23/2012 04:06:47 PM
Snake River,Threatened,1704,Tucannon River,Chinook,Spring,1998,57.40,"1,612",28,Single Partial Capture Trap,Michael Gallinat,07/18/2016 08:51:07 AM
Snake River,Threatened,1704,Tucannon River,Chinook,Spring,1999,57.40,"21,057",367,Single Partial Capture Trap,Michael Gallinat,07/18/2016 08:50:01 AM
Snake River,Threatened,1704,Tucannon River,Chinook,Spring,2000,57.40,"5,508",96,Single Partial Capture Trap,Michael Gallinat,07/18/2016 08:48:54 AM
Snake River,Threatened,1704,Tucannon River,Chinook,Spring,2001,57.40,"8,721",152,Single Partial Capture Trap,Michael Gallinat,02/23/2012 04:06:47 PM
Snake River,Threatened,1704,Tucannon River,Chinook,Spring,2002,57.40,"29,442",513,Single Partial Capture Trap,Michael Gallinat,02/23/2012 04:06:47 PM
Snake River,Threatened,1704,Tucannon River,Chinook,Spring,2003,57.40,"42,416",739,Single Partial Capture Trap,Michael Gallinat,02/23/2012 04:06:47 PM
Snake River,Threatened,1704,Tucannon River,Chinook,Spring,2004,57.40,"64,036","1,116",Single Partial Capture Trap,Michael Gallinat,02/23/2012 04:06:47 PM
Snake River,Threatened,1704,Tucannon River,Chinook,Spring,2005,57.40,"27,724",483,Single Partial Capture Trap,Michael Gallinat,02/23/2012 04:06:47 PM
Snake River,Threatened,1704,Tucannon River,Chinook,Spring,2006,57.40,"21,057",367,Single Partial Capture Trap,Michael Gallinat,02/23/2012 04:06:47 PM
Snake River,Threatened,1704,Tucannon River,Chinook,Spring,2007,57.40,"17,579",306,Single Partial Capture Trap,Michael Gallinat,02/23/2012 04:06:47 PM
Snake River,Threatened,1704,Tucannon River,Chinook,Spring,2008,57.40,"30,228",527,Single Partial Capture Trap,Michael Gallinat,02/23/2012 04:06:47 PM
Snake River,Threatened,1704,Tucannon River,Chinook,Spring,2009,57.40,"8,529",149,Single Partial Capture Trap,Michael Gallinat,02/23/2012 04:06:47 PM
Snake River,Threatened,1704,Tucannon River,Chinook,Spring,2010,57.40,"14,778",257,Single Partial Capture Trap,Michael Gallinat,02/23/2012 04:06:47 PM
Snake River,Threatened,1704,Tucannon River,Chinook,Spring,2011,57.40,"45,538",793,,Michael Gallinat,07/24/2015 01:59:05 PM
Snake River,Threatened,1704,Tucannon River,Chinook,Spring,2012,57.40,"35,080",611,,Michael Gallinat,07/24/2015 01:59:05 PM
Snake River,Threatened,1704,Tucannon River,Chinook,Spring,2013,57.40,"23,376",407,,Michael Gallinat,07/24/2015 01:59:05 PM
Snake River,Threatened,1704,Tucannon River,Chinook,Spring,2014,57.40,"12,886",224,,Michael Gallinat,07/24/2015 01:59:05 PM
Snake River,Threatened,1704,Tucannon River,Chinook,Spring,2015,57.40,"3,831",67,,Michael Gallinat,07/18/2016 08:18:54 AM
Snake River,Threatened,1704,Tucannon River,Chinook,Spring,2016,,"6,604",,,Michael Gallinat,08/17/2017 02:36:01 PM
Snake River,Threatened,1704,Tucannon River,Chinook,Spring,2017,,"14,305",,,Michael Gallinat,04/30/2020 01:21:37 PM
Snake River,Threatened,1704,Tucannon River,Chinook,Spring,2018,,"8,058",,,Michael Gallinat,04/30/2020 01:19:55 PM
Snake River,Threatened,1704,Tucannon River,Chinook,Spring,2019,,"17,972",,,Michael Gallinat,04/30/2020 01:31:07 PM
Snake River,Threatened,1712,Asotin Creek,Chinook,Spring,2004,20.40,"4,145",203,,Ethan Crawford,07/24/2015 01:59:05 PM
Snake River,Threatened,1712,Asotin Creek,Chinook,Spring,2005,20.40,292,14,,Ethan Crawford,07/24/2015 01:59:05 PM
Snake River,Threatened,1712,Asotin Creek,Chinook,Spring,2006,20.40,"2,358",116,,Ethan Crawford,07/24/2015 01:59:05 PM
Snake River,Threatened,1712,Asotin Creek,Chinook,Spring,2007,20.40,"2,553",125,,Ethan Crawford,07/24/2015 01:59:05 PM
Snake River,Threatened,1712,Asotin Creek,Chinook,Spring,2008,20.40,"2,265",111,"Single Partial Capture Trap Updated to ""spring"" and ""smolt"" and ""natural"" due to email on 2/3/16 from Ethan Crawford re estimate proofing -TW",Ethan Crawford,02/03/2016 11:34:23 AM
Snake River,Threatened,1712,Asotin Creek,Chinook,Spring,2009,20.40,"1,616",79,Truncated season because of flows.,Ethan Crawford,07/24/2015 01:59:05 PM
Snake River,Threatened,1712,Asotin Creek,Chinook,Spring,2010,20.40,"4,080",200,Chinook estimate is spring only. Not enough fish in the fall,Ethan Crawford,07/24/2015 01:59:05 PM
Snake River,Threatened,1712,Asotin Creek,Chinook,Spring,2011,20.40,,,Too few fish for efficiency trials.,Ethan Crawford,07/24/2015 01:59:05 PM
Snake River,Threatened,1712,Asotin Creek,Chinook,Spring,2012,20.40,,,Too few fish for efficiency trials.,Ethan Crawford,07/24/2015 01:59:05 PM
Snake River,Threatened,1712,Asotin Creek,Chinook,Spring,2013,20.40,"3,080",151,,Ethan Crawford,07/24/2015 01:59:05 PM
Snake River,Threatened,1712,Asotin Creek,Chinook,Spring,2014,,,,No population estimate provided due to lack of sufficient capture numbers. ,Ethan Crawford,08/24/2017 01:34:19 PM
Snake River,Threatened,1712,Asotin Creek,Chinook,Spring,2015,,,,No production estimate provided due to lack of sufficient capture numbers.,Ethan Crawford,08/24/2017 01:32:31 PM
Snake River,Threatened,1712,Asotin Creek,Chinook,Spring,2016,,,,No production estimate provided due to lack of sufficient capture numbers.,Ethan Crawford,08/24/2017 01:33:38 PM
Snake River,Threatened,1712,Asotin Creek,Chinook,Spring,2017,,,,No production estimate provided due to lack of sufficient capture numbers.,Michael Herr,08/31/2018 11:14:47 AM
